hit_id,decision_id,att_attachmentLink,att_metadataReference,matchedKeywords,matchedLanguage,matchContext,loadedAt,att_attachmentCategory,att_attachmentDocumentDate,att_attachmentIdSequence,att_attachmentLanguage,att_attachmentLocationType,att_attachmentName,att_attachmentPublicationBusinessDate,att_attachmentPublicationDescription,att_attachmentSentDate,att_language,att_metadataType,caseAtt_attachmentCategory,caseAtt_attachmentDocumentDate,caseAtt_attachmentIdSequence,caseAtt_attachmentLanguage,caseAtt_attachmentLink,caseAtt_attachmentLocationType,caseAtt_attachmentName,caseAtt_attachmentPublicationBusinessDate,caseAtt_attachmentPublicationDescription,caseAtt_attachmentSentDate,caseAtt_language,caseAtt_metadataReference,caseAtt_metadataType,case_caseAidInstruments,case_caseCartel,case_caseCompanies,case_caseCourtCases,case_caseDeadlineDate,case_caseDg,case_caseEvents,case_caseEventsDates,case_caseExternalLinks,case_caseInitiationDate,case_caseInstrument,case_caseInvestigationPhase,case_caseLastDecisionDate,case_caseLegalBasis,case_caseLinks,case_caseNotificationDate,case_caseNumber,case_caseNumberPart,case_caseOfficialJournalPublications,case_caseOfficialJournalPublicationsPublishedDates,case_casePressReleases,case_casePressReleasesPublicationDates,case_casePrimaryLaws,case_caseRegions,case_caseRegulation,case_caseRenotificationDate,case_caseSecondaryLaws,case_caseSectors,case_caseSimplified,case_caseSimplifiedProcedure,case_caseTimelineEvents,case_caseTimelineEventsDates,case_caseTitle,case_caseType,case_language,case_metadataReference,case_metadataType,dec_decisionAdoptionDate,dec_decisionCelexReference,dec_decisionExternalLinks,dec_decisionNumber,dec_decisionOfficialJournalPublications,dec_decisionOfficialJournalPublicationsPublishedDates,dec_decisionOjPriorPublication,dec_decisionPressReleases,dec_decisionPressReleasesPublicationDates,dec_decisionTypes,dec_language,dec_metadataReference,dec_metadataType
238,4610,https://ec.europa.eu/competition/mergers/cases/decisions/m4344_20060919_20310_fr.pdf,M.4344-DEC43374-ATT7,arbitrag*,FR,omaines réservés du pacte d’actionnaire ou par le comité des marques fera l’objet d’une procédure d’arbitrage auprès d’un tiers nommé par la chambre de commerce de Paris. 12. Au regard de tous les élé,2026-06-05T17:11:44.937898,,,7,FR,DDOC,Art. 6(1)(b) -  - m4344-FR,,,2007-07-05,fr,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,2,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/484600.pdf,DOCS,M4344_Section1_2,2006-08-28,,,en,M.4344-ATT2,METADATA_CASE_ATTACHMENT,,Antitrust,LACTALIS / NESTLE / JV (II),,2006-09-19,,,,,2006-08-14,Merger,,2006-09-19,,M.4156,2006-08-14,M.4344,4344,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_10_5_1"",""label"":""C.10.51 - Operation of dairies and cheese making""}",Normal procedure,,,,LACTALIS / NESTLE / JV (II),,en,M.4344,METADATA_CASE,2006-09-19,,,43374,"{""items"":[{""reference"":""C157"",""publishedDate"":""2007-07-10"",""priorPublication"":""false""}]}",2007-07-10,false,"{""items"":[{""reference"":""IP/06/1214 ""}]}",,"{""code"":""DecisionType20310"",""label"":""Art. 6(1)(b)""}",en,M.4344-DEC43374,METADATA_DECISION
239,4686,https://ec.europa.eu/competition/mergers/cases/decisions/m4381_20070510_20600_en.pdf,M.4381-DEC43788-ATT19,arbitrat*,EN,"hrough co- operation and consultation, the Initiating Party shall within seven (7) days initiate an arbitration process. (iv) To initiate the arbitration process, the Initiating Party shall give writt",2026-06-05T17:12:54.610484,,,19,EN,DDOC,Art. 8(2) with conditions & obligations -  - m4381-8(2)-EN,,,2009-05-05,en,METADATA_DECISION_ATTACHMENT,Hearing Officer Report - EN,,7,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/920734.pdf,DOCS,Hearing Officer Report - EN,2009-04-24,,,en,M.4381-ATT7,METADATA_CASE_ATTACHMENT,,Antitrust,JCI / FIAMM,,,,"{""items"":[{""date"":""2007-03-09"",""name"":""Commitments submitted in N/2 on"",""type"":""MEvent4""}]}",2007-03-09,,2006-10-26,Merger,,2007-05-10,,,2006-10-26,M.4381,4381,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_27_3_2"",""label"":""C.27.32 - Manufacture of other electronic and electric wires and cables""}",Normal procedure,,,,JCI / FIAMM,,en,M.4381,METADATA_CASE,2007-05-10,,,43788,"{""items"":[{""reference"":""C241"",""publishedDate"":""2009-10-08"",""priorPublication"":""false""}]}",2009-10-08,false,"{""items"":[{""reference"":""IP/07/645  ""}]}",,"{""code"":""DecisionType20600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.4381-DEC43788,METADATA_DECISION
240,4819,https://ec.europa.eu/competition/mergers/cases/decisions/m3858_20050720_20310_en.pdf,M.3858-DEC42436-ATT3,arbitrat*,EN,"g plan and in case a final agreement is not reached, the dispute will be submitted to a third-party arbitrator. Third, the duration of the management agreements is [10-15] years3[...]4[…]. Fourth, Sta",2026-06-05T17:14:20.718958,,,3,EN,DDOC,Art. 6(1)(b) -  - m3858,,,2005-08-16,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,LEHMAN BROTHERS / SCG / STARWOOD / LE MERIDIEN | LEHMAN / SGC / STARWOOD / LE MERIDIEN,,2005-07-20,,,,,2005-06-15,Merger,,2005-07-20,,,2005-06-15,M.3858,3858,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsI_55_1_0"",""label"":""I.55.10 - Hotels and similar accommodation""}",Normal procedure,,,,LEHMAN BROTHERS / SCG / STARWOOD / LE MERIDIEN,,en,M.3858,METADATA_CASE,2005-07-20,,,42436,"{""items"":[{""reference"":""C203"",""publishedDate"":""2005-08-19"",""priorPublication"":""false""}]}",2005-08-19,false,"{""items"":[{""reference"":""IP/05/996""}]}",,"{""code"":""DecisionType20310"",""label"":""Art. 6(1)(b)""}",en,M.3858-DEC42436,METADATA_DECISION
241,4842,https://ec.europa.eu/competition/mergers/cases/decisions/m3870_15_2.pdf,M.3870-DEC42398-ATT15,tribunal arbitral*,FR,", marquée par de nombreuses requêtes et interventions des fondateurs d’Otor. 6. Le 23 mars 2005, le Tribunal Arbitral conclut finalement que les conditions d’exercice des obligations convertibles d’Ot",2026-06-05T17:15:12.143279,,,15,FR,DDOC,Art. 7(3) (PN) -  - m3870-7(3)-FR,2012-08-08,,2012-08-06,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,CARLYLE / OTOR,,2005-08-17,,,,,2005-07-11,Merger,,2005-08-09,,,2005-07-11,M.3870,3870,,,,,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_17_1_2"",""label"":""C.17.12 - Manufacture of paper and paperboard""}",Simplified procedure,true,,,CARLYLE / OTOR,,en,M.3870,METADATA_CASE,2005-06-27,,,42398,,,false,,,"{""code"":""DecisionType2014"",""label"":""Art. 7(3)""}",en,M.3870-DEC42398,METADATA_DECISION
242,4860,https://ec.europa.eu/competition/mergers/cases/decisions/m4726_20080219_20600_fr.pdf,M.4726-DEC44280-ATT91,arbitrag*,FR,"n bourse, des analystes, des gestionnaires de portefeuille et des banques d'investissement pour les arbitrages quantitatifs, l'analyse et la modélisation. Pour les raisons détaillées ci-dessus, les of",2026-06-05T17:15:42.439529,,,91,FR,DDOC,Art. 8(2) with conditions & obligations -  - m4726-8(2)-FR,,,2008-09-25,fr,METADATA_DECISION_ATTACHMENT,Hearing Officer Report - EN,,8,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/711585.pdf,DOCS,m4726-8(2)-EN-HO_Report,2008-06-23,,,en,M.4726-ATT8,METADATA_CASE_ATTACHMENT,,Antitrust,THOMSON CORPORATION / REUTERS GROUP,,,,"{""items"":[{""date"":""2007-12-06"",""name"":""Commitments submitted in N/2 on"",""type"":""MEvent46""},{""date"":""2007-10-29"",""name"":""Deadline extended by 10 working days under article 10(3)2 on"",""type"":""MEvent10""}]}",2007-12-06 | 2007-10-29,,2007-09-03,Merger,,2008-02-19,,,2007-09-03,M.4726,4726,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsJ_62_0"",""label"":""J.62.0 - Computer programming, consultancy and related activities""}",Normal procedure,,,,THOMSON CORPORATION / REUTERS GROUP,,en,M.4726,METADATA_CASE,2008-02-19,,,44280,"{""items"":[{""reference"":""C212"",""publishedDate"":""2008-08-20"",""priorPublication"":""false""}]}",2008-08-20,false,"{""items"":[{""reference"":""IP/08/260""}]}",,"{""code"":""DecisionType20600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.4726-DEC44280,METADATA_DECISION
243,4863,https://ec.europa.eu/competition/mergers/cases/decisions/m4734_20080130_20682_fr.pdf,M.4734-DEC44255-ATT14,arbitrag*,FR,"ers sites de production, de telle sorte que les clients disposent de suffisamment de possibilités d'arbitrage pour favoriser des conditions de concurrence homogènes dans l'ensemble de l'EEE. Cela cadr",2026-06-05T17:15:47.995056,,,14,FR,DDOC,Art. 8(1) -  - M4734-8(1)-FR,,,2008-08-19,fr,METADATA_DECISION_ATTACHMENT,Hearing Officer Report - EN,,7,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/713430.pdf,DOCS,M4734-8(1)-EN-HO_Report,2008-06-25,,,en,M.4734-ATT7,METADATA_CASE_ATTACHMENT,,Antitrust,INEOS / NORSK HYDRO (polymers) | INEOS / KERLING,,2008-02-18,,"{""items"":[{""date"":""2007-08-17"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""},{""date"":""2007-10-29"",""name"":""Deadline suspension under Article 11(3) ended on"",""type"":""MEvent8""},{""date"":""2007-10-08"",""name"":""Deadline suspended under Article 11(3) [date may differ from the Article 11(3) decision date] from"",""type"":""MEvent7""}]}",2007-08-17 | 2007-10-29 | 2007-10-08,,2007-07-19,Merger,,2008-01-30,,,2007-07-19,M.4734,4734,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_20_1_6"",""label"":""C.20.16 - Manufacture of plastics in primary forms""} | {""code"":""NaceSectorsC_20_1_4"",""label"":""C.20.14 - Manufacture of other organic basic chemicals""} | {""code"":""NaceSectorsC_20"",""label"":""C.20 - Manufacture of chemicals and chemical products""} | {""code"":""NaceSectorsC_20_1"",""label"":""C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms""}",Normal procedure,,,,INEOS / KERLING,,en,M.4734,METADATA_CASE,2008-01-30,,,44255,"{""items"":[{""reference"":""C219"",""publishedDate"":""2008-08-28"",""priorPublication"":""false""}]}",2008-08-28,false,"{""items"":[{""reference"":""IP/08/109""}]}",,"{""code"":""DecisionType20682"",""label"":""Art. 8(1)""}",en,M.4734-DEC44255,METADATA_DECISION
244,4865,https://ec.europa.eu/competition/mergers/cases/decisions/m4734_20080130_20682_en.pdf,M.4734-DEC44255-ATT17,arbitrat*,EN,"their entire requirements to importers, it is an established fact that United Kingdom customers do arbitrate between United Kingdom and non-United Kingdom suppliers and that switching of significant",2026-06-05T17:15:56.875419,,,17,EN,DDOC,Art. 8(1) -  - M4734-8(1)-EN,,,2008-06-25,en,METADATA_DECISION_ATTACHMENT,Hearing Officer Report - EN,,7,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/713430.pdf,DOCS,M4734-8(1)-EN-HO_Report,2008-06-25,,,en,M.4734-ATT7,METADATA_CASE_ATTACHMENT,,Antitrust,INEOS / NORSK HYDRO (polymers) | INEOS / KERLING,,2008-02-18,,"{""items"":[{""date"":""2007-08-17"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""},{""date"":""2007-10-29"",""name"":""Deadline suspension under Article 11(3) ended on"",""type"":""MEvent8""},{""date"":""2007-10-08"",""name"":""Deadline suspended under Article 11(3) [date may differ from the Article 11(3) decision date] from"",""type"":""MEvent7""}]}",2007-08-17 | 2007-10-29 | 2007-10-08,,2007-07-19,Merger,,2008-01-30,,,2007-07-19,M.4734,4734,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_20_1_6"",""label"":""C.20.16 - Manufacture of plastics in primary forms""} | {""code"":""NaceSectorsC_20_1_4"",""label"":""C.20.14 - Manufacture of other organic basic chemicals""} | {""code"":""NaceSectorsC_20"",""label"":""C.20 - Manufacture of chemicals and chemical products""} | {""code"":""NaceSectorsC_20_1"",""label"":""C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms""}",Normal procedure,,,,INEOS / KERLING,,en,M.4734,METADATA_CASE,2008-01-30,,,44255,"{""items"":[{""reference"":""C219"",""publishedDate"":""2008-08-28"",""priorPublication"":""false""}]}",2008-08-28,false,"{""items"":[{""reference"":""IP/08/109""}]}",,"{""code"":""DecisionType20682"",""label"":""Art. 8(1)""}",en,M.4734-DEC44255,METADATA_DECISION
245,4873,https://ec.europa.eu/competition/mergers/cases/decisions/m4730_20070921_20212_en.pdf,M.4730-DEC44051-ATT38,arbitrat*,EN,"rmula which cannot be settled by mutual agreement between the parties shall be referred to a single arbitrator to be appointed by agreement between Yara and the Purchaser(s), or failing agreement, to",2026-06-05T17:16:05.304259,,,38,EN,DDOC,Art. 6(1)(b) with conditions & obligations -  - m4730,,,2007-10-15,en,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,1,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/589976.pdf,DOCS,M4730_Section1_2,2007-08-03,,,en,M.4730-ATT1,METADATA_CASE_ATTACHMENT,,Antitrust,YARA / GROWHOW | YARA / KEMIRA GROWHOW,,,,"{""items"":[{""date"":""2007-08-31"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""}]}",2007-08-31,,2007-08-02,Merger,,2007-09-21,,,2007-08-02,M.4730,4730,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_20_1_5"",""label"":""C.20.15 - Manufacture of fertilisers and nitrogen compounds""}",Normal procedure,,,,YARA / KEMIRA GROWHOW,,en,M.4730,METADATA_CASE,2007-09-21,,,44051,"{""items"":[{""reference"":""C245"",""publishedDate"":""2007-10-19"",""priorPublication"":""false""}]}",2007-10-19,false,"{""items"":[{""reference"":""IP/07/1377 ""}]}",,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.4730-DEC44051,METADATA_DECISION
246,4878,https://ec.europa.eu/competition/mergers/cases/decisions/m4731_20080311_20682_fr.pdf,M.4731-DEC44337-ATT21,arbitrag*,FR,"énérée par l’utilisateur du site internet et détermine l'annonceur à appeler grâce à un mécanisme d’arbitrage, entre en communication avec le serveur d’annonces utilisé par les annonceurs, qui choisit",2026-06-05T17:16:16.299767,,,21,FR,DDOC,Art. 8(1) -  - m4731-8(1)-FR,,,2008-11-12,fr,METADATA_DECISION_ATTACHMENT,Hearing Officer Report - DE,,8,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/768528.pdf,DOCS,m4731-8(1)-DE-HO_Report,2008-10-15,,,en,M.4731-ATT8,METADATA_CASE_ATTACHMENT,,Antitrust,GOOGLE / DOUBLECLICK,,2008-04-02,,"{""items"":[{""date"":""2007-10-19"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""}]}",2007-10-19,,2007-09-21,Merger,,2008-03-11,,,2007-09-21,M.4731,4731,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsM_73_1"",""label"":""M.73.1 - Advertising""}",Normal procedure,,,,GOOGLE / DOUBLECLICK,,en,M.4731,METADATA_CASE,2008-03-11,,,44337,"{""items"":[{""reference"":""C184"",""publishedDate"":""2008-07-22"",""priorPublication"":""false""}]}",2008-07-22,false,"{""items"":[{""reference"":""IP/08/426  ""}]}",,"{""code"":""DecisionType20682"",""label"":""Art. 8(1)""}",en,M.4731-DEC44337,METADATA_DECISION
247,4879,https://ec.europa.eu/competition/mergers/cases/decisions/m4731_20080311_20682_en.pdf,M.4731-DEC44337-ATT22,arbitrat*,EN,"ad impression generated by the user's visit of the website and determines, in what is called the ad arbitration process, which advertiser to call - enters into communication with the advertiser-side a",2026-06-05T17:16:25.492669,,,22,EN,DDOC,Art. 8(1) -  - m4731-8(1)-EN,,,2008-06-20,en,METADATA_DECISION_ATTACHMENT,Hearing Officer Report - DE,,8,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/768528.pdf,DOCS,m4731-8(1)-DE-HO_Report,2008-10-15,,,en,M.4731-ATT8,METADATA_CASE_ATTACHMENT,,Antitrust,GOOGLE / DOUBLECLICK,,2008-04-02,,"{""items"":[{""date"":""2007-10-19"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""}]}",2007-10-19,,2007-09-21,Merger,,2008-03-11,,,2007-09-21,M.4731,4731,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsM_73_1"",""label"":""M.73.1 - Advertising""}",Normal procedure,,,,GOOGLE / DOUBLECLICK,,en,M.4731,METADATA_CASE,2008-03-11,,,44337,"{""items"":[{""reference"":""C184"",""publishedDate"":""2008-07-22"",""priorPublication"":""false""}]}",2008-07-22,false,"{""items"":[{""reference"":""IP/08/426  ""}]}",,"{""code"":""DecisionType20682"",""label"":""Art. 8(1)""}",en,M.4731-DEC44337,METADATA_DECISION
248,4896,https://ec.europa.eu/competition/mergers/cases/decisions/m4746_20071106_20212_en.pdf,M.4746-DEC44142-ATT55,arbitrat*,EN,"the settlement of the dispute. 8. Should the Requesting Party and DB (together the “Parties to the Arbitration”) fail to resolve their differences of opinion in the consultation phase, the Requesting",2026-06-05T17:17:03.405787,,,55,EN,DDOC,Art. 6(1)(b) with conditions & obligations -  - m4746-6(2),,,2008-05-19,en,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,3,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/600091.pdf,DOCS,M4746_Section1_2,2007-09-19,,,en,M.4746-ATT3,METADATA_CASE_ATTACHMENT,,Antitrust,DEUTSCHE BAHN / ENGLISH WELSH & SCOTTISH RAILWAY HOLDINGS | DEUTSCHE BAHN / ENGLISH WELSH & SCOTTISH RAILWAY HOLDINGS (EWS),,,,"{""items"":[{""date"":""2007-10-12"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""}]}",2007-10-12,,2007-09-14,Merger,,2007-11-06,,,2007-09-14,M.4746,4746,,,,,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsH_49"",""label"":""H.49 - Land transport and transport via pipelines""}",Normal procedure,false,,,DEUTSCHE BAHN / ENGLISH WELSH & SCOTTISH RAILWAY HOLDINGS (EWS),,en,M.4746,METADATA_CASE,2007-11-06,,,44142,"{""items"":[{""reference"":""C125"",""publishedDate"":""2008-05-22"",""priorPublication"":""false""}]}",2008-05-22,false,"{""items"":[{""reference"":""IP/07/1657""}]}",,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.4746-DEC44142,METADATA_DECISION
249,4968,https://ec.europa.eu/competition/mergers/cases/decisions/m3440_20041209_610_fr.pdf,M.3440-DEC42117-ATT22,arbitrag*,FR,ue une différence importante entre la demande des TGCC et la demande d’autres groupes de clients. L’arbitrage et la substituabilité du côté de l’offre sont insuffisants 249. La réorientation (hypothét,2026-06-05T17:19:03.383959,,,22,FR,DDOC,Art. 8(3) -  - m3440-8(3)-web-FR,,,2005-10-25,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,ENI / EDP / GDP (4064) | ENI / EDP / REN / GDP,,2004-12-15,,,,,2004-07-09,Merger,,2004-12-09,,,2004-07-09,M.3440,3440,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsD_35_1"",""label"":""D.35.1 - Electric power generation, transmission and distribution""} | {""code"":""NaceSectorsD_35_2"",""label"":""D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains""}",Normal procedure,false,,,ENI / EDP / GDP (4064),,en,M.3440,METADATA_CASE,2004-12-09,,,42117,"{""items"":[{""reference"":""L302"",""publishedDate"":""2005-11-19"",""priorPublication"":""false""}]}",2005-11-19,false,"{""items"":[{""reference"":""IP/04/1455""}]}",,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.3440-DEC42117,METADATA_DECISION
250,4976,https://ec.europa.eu/competition/mergers/cases/decisions/m4779_20071213_20212_en.pdf,M.4779-DEC44206-ATT150,arbitrat*,EN,"ough co-operation and consultation, the Initiating Party shall within […] calendar days initiate an arbitration process; D. to initiate the arbitration process, the Initiating Party shall give written",2026-06-05T17:19:10.164313,,,150,EN,DDOC,Art. 6(1)(b) with conditions & obligations -  - m4779-6(2),,,2008-01-28,en,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,1,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/612700.pdf,DOCS,Section1_2-FormCO,2007-10-24,,,en,M.4779-ATT1,METADATA_CASE_ATTACHMENT,,Antitrust,AKZO NOBEL / ICI,,,,"{""items"":[{""date"":""2007-11-23"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""}]}",2007-11-23,,2007-10-24,Merger,,2007-12-13,,M.4941,2007-10-24,M.4779,4779,,,,,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_21_2_0"",""label"":""C.21.20 - Manufacture of pharmaceutical preparations""} | {""code"":""NaceSectorsC_20_5"",""label"":""C.20.5 - Manufacture of other chemical products""} | {""code"":""NaceSectorsC_20_3_0"",""label"":""C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics""} | {""code"":""NaceSectorsC_20_1"",""label"":""C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms""}",Normal procedure,false,,,AKZO NOBEL / ICI,,en,M.4779,METADATA_CASE,2007-12-13,,,44206,"{""items"":[{""reference"":""C29"",""publishedDate"":""2008-02-01"",""priorPublication"":""false""}]}",2008-02-01,false,"{""items"":[{""reference"":""IP/07/1929""}]}",,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.4779-DEC44206,METADATA_DECISION
251,5052,https://ec.europa.eu/competition/mergers/cases/decisions/m4314_20061211_20212_en.pdf,M.4314-DEC43526-ATT101,arbitrat*,EN,"through co-operation and consultation, the Initiating Party shall within seven (7) days initiate an arbitration process. (iv) To initiate the arbitration process, the Initiating Party shall give writt",2026-06-05T17:20:12.960211,,,101,EN,DDOC,Art. 6(1)(b) with conditions & obligations -  - m4314-6(2),,,2007-02-20,en,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,1,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/496902.pdf,DOCS,M4314_Section1_2,2006-10-19,,,en,M.4314-ATT1,METADATA_CASE_ATTACHMENT,,Antitrust,JOHNSON & JOHNSON / PFIZER CONSUMER HEALTHCARE,,,,"{""items"":[{""date"":""2006-11-20"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""}]}",2006-11-20,,2006-10-19,Merger,,2006-12-11,,,2006-10-19,M.4314,4314,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_21_1_0"",""label"":""C.21.10 - Manufacture of basic pharmaceutical products""} | {""code"":""NaceSectorsG_46_4_6"",""label"":""G.46.46 - Wholesale of pharmaceutical goods""} | {""code"":""NaceSectorsC_20_4_2"",""label"":""C.20.42 - Manufacture of perfumes and toilet preparations""} | {""code"":""NaceSectorsG_46_4_5"",""label"":""G.46.45 - Wholesale of perfume and cosmetics""}",Normal procedure,,,,JOHNSON & JOHNSON / PFIZER CONSUMER HEALTHCARE,,en,M.4314,METADATA_CASE,2006-12-11,,,43526,"{""items"":[{""reference"":""C39"",""publishedDate"":""2007-02-23"",""priorPublication"":""false""}]}",2007-02-23,false,"{""items"":[{""reference"":""IP/06/1726""}]}",,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.4314-DEC43526,METADATA_DECISION
252,5062,https://ec.europa.eu/competition/mergers/cases/decisions/m5650_1469_2.pdf,M.5650-DEC45475-ATT1469,arbitrat*,EN,etation of provisions which are in dispute. 3UK also contested the dispute resolution mechanism (by arbitration) established by the commitments. Spectrum 202. The Spectrum Divestment as such seemed pr,2026-06-05T17:20:23.008195,,,1469,EN,DDOC,Art. 6(1)(b) with conditions & obligations -  - m5650-6(2),2010-04-23,,2010-04-22,en,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,277,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/1183143.pdf,DOCS,Section 1.2 of Form CO,2010-01-12,,2010-01-12,en,M.5650-ATT277,METADATA_CASE_ATTACHMENT,,Antitrust,T-MOBILE / ORANGE,,,,"{""items"":[{""date"":""2010-02-02"",""name"":""Art. 9 request received on"",""type"":""MEvent12""},{""date"":""2010-02-08"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""}]}",2010-02-02 | 2010-02-08,,2010-01-11,Merger,,2010-03-01,,,2010-01-11,M.5650,5650,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsJ_61_2"",""label"":""J.61.2 - Wireless telecommunications activities""}",Normal procedure,,,,T-MOBILE / ORANGE,,en,M.5650,METADATA_CASE,2010-03-01,,,45475,"{""items"":[{""reference"":""C108"",""publishedDate"":""2010-04-28"",""priorPublication"":""false""}]}",2010-04-28,false,"{""items"":[{""reference"":""IP/10/208  ""}]}",,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.5650-DEC45475,METADATA_DECISION
